payment_id,order_id,amount,tax,provider,status,created_at,modified_at
2602,2602,3233.08,581.95,TROY,Success,2022-01-26 03:32:40,2022-01-26 22:45:40
2603,2603,48575.64,8743.62,VISA,Pending,2023-05-30 11:53:24,2023-05-30 15:33:24
2604,2604,35691.58,6424.48,MASTERCARD,Failed,2023-10-04 06:02:03,2023-10-05 05:28:03
2605,2605,17514.13,3152.54,MASTERCARD,Pending,2022-07-04 08:07:16,2022-07-04 09:11:16
2606,2606,35183.94,6333.11,MASTERCARD,Failed,2023-06-20 17:42:10,2023-06-21 05:03:10
2607,2607,11709.83,2107.77,TROY,Pending,2022-11-17 15:46:33,2022-11-17 18:51:33
2608,2608,43743.13,7873.76,MASTERCARD,Success,2023-09-24 23:30:57,2023-09-25 06:20:57
2609,2609,34040.93,6127.37,VISA,Success,2022-02-21 13:53:45,2022-02-21 15:17:45
2610,2610,41742.51,7513.65,VISA,Pending,2023-03-07 03:09:58,2023-03-07 08:03:58
2611,2611,34069.03,6132.43,TROY,Pending,2023-03-31 09:33:00,2023-03-31 20:42:00
2612,2612,3791.25,682.42,VISA,Failed,2022-08-26 00:51:06,2022-08-26 04:27:06
2613,2613,4394.26,790.97,MASTERCARD,Success,2023-08-16 10:04:36,2023-08-17 05:49:36
2614,2614,5704.09,1026.74,MASTERCARD,Pending,2023-05-25 16:47:46,2023-05-26 10:27:46
2615,2615,29496.58,5309.38,MASTERCARD,Pending,2022-10-21 17:37:12,2022-10-21 20:22:12
2616,2616,24626.03,4432.69,VISA,Pending,2022-12-18 13:45:01,2022-12-19 02:42:01
2617,2617,26712.58,4808.26,TROY,Failed,2023-09-04 21:38:54,2023-09-05 04:07:54
2618,2618,18118.27,3261.29,VISA,Success,2022-10-13 00:51:52,2022-10-13 08:10:52
2619,2619,49758.58,8956.54,TROY,Success,2023-07-20 16:40:21,2023-07-20 17:05:21
2620,2620,1394.84,251.07,VISA,Pending,2023-02-15 15:28:13,2023-02-16 09:54:13
2621,2621,348.08,62.65,MASTERCARD,Success,2023-03-08 23:33:50,2023-03-09 11:34:50
2622,2622,34799.31,6263.88,VISA,Failed,2023-05-31 14:55:24,2023-06-01 03:38:24
2623,2623,30306.98,5455.26,TROY,Pending,2023-08-11 17:37:52,2023-08-12 12:30:52
2624,2624,21921.41,3945.85,MASTERCARD,Failed,2023-07-12 17:44:44,2023-07-12 19:18:44
2625,2625,23673.65,4261.26,VISA,Pending,2023-03-05 10:57:25,2023-03-06 01:23:25
2626,2626,33968.02,6114.24,MASTERCARD,Failed,2022-03-02 03:48:38,2022-03-02 18:30:38
2627,2627,27848.76,5012.78,TROY,Failed,2023-02-17 10:44:43,2023-02-17 23:01:43
2628,2628,46861.64,8435.1,VISA,Pending,2022-07-09 20:09:05,2022-07-10 12:13:05
2629,2629,39643.6,7135.85,VISA,Pending,2022-05-17 06:56:35,2022-05-17 12:42:35
2630,2630,32525.56,5854.6,TROY,Failed,2022-02-11 10:33:31,2022-02-11 21:09:31
2631,2631,6231.36,1121.64,TROY,Pending,2023-08-21 10:30:12,2023-08-21 13:01:12
2632,2632,16073.37,2893.21,VISA,Pending,2023-10-06 17:54:25,2023-10-07 17:47:25
2633,2633,1733.74,312.07,VISA,Success,2022-04-24 17:35:44,2022-04-24 20:17:44
2634,2634,38194.19,6874.95,TROY,Success,2023-03-18 12:07:41,2023-03-18 12:48:41
2635,2635,40070.06,7212.61,VISA,Success,2023-05-16 23:24:21,2023-05-17 04:05:21
2636,2636,43253.26,7785.59,MASTERCARD,Failed,2023-02-25 15:58:31,2023-02-26 14:49:31
2637,2637,18968.33,3414.3,TROY,Pending,2022-08-17 13:34:09,2022-08-18 10:54:09
2638,2638,23153.29,4167.59,TROY,Failed,2023-06-13 07:10:06,2023-06-13 07:20:06
2639,2639,17259.89,3106.78,TROY,Failed,2022-12-17 04:48:02,2022-12-17 07:20:02
2640,2640,7990.23,1438.24,TROY,Failed,2022-07-10 09:32:41,2022-07-11 08:51:41
2641,2641,17138.82,3084.99,TROY,Success,2023-04-11 22:43:07,2023-04-11 23:03:07
2642,2642,39122.26,7042.01,VISA,Failed,2022-10-03 23:28:23,2022-10-04 03:54:23
2643,2643,43146.75,7766.41,VISA,Success,2022-02-02 00:16:22,2022-02-02 17:45:22
2644,2644,44027.42,7924.94,MASTERCARD,Failed,2022-01-20 03:12:46,2022-01-20 21:25:46
2645,2645,25965.6,4673.81,MASTERCARD,Success,2023-08-08 10:37:20,2023-08-09 03:23:20
2646,2646,20421.11,3675.8,TROY,Failed,2022-05-20 23:12:41,2022-05-21 20:24:41
2647,2647,42615.61,7670.81,VISA,Success,2023-09-03 21:05:26,2023-09-03 21:36:26
2648,2648,43459.61,7822.73,VISA,Success,2023-10-30 21:34:26,2023-10-31 20:11:26
2649,2649,44500.5,8010.09,VISA,Failed,2023-04-20 03:37:14,2023-04-20 06:22:14
2650,2650,34737.05,6252.67,MASTERCARD,Pending,2022-07-12 20:39:45,2022-07-12 21:38:45
2651,2651,5174.41,931.39,VISA,Failed,2022-02-05 23:01:52,2022-02-06 18:12:52
2652,2652,49997.98,8999.64,MASTERCARD,Success,2022-04-06 15:45:13,2022-04-06 17:28:13
2653,2653,11299.1,2033.84,VISA,Failed,2022-01-31 13:56:00,2022-02-01 01:51:00
2654,2654,43005.68,7741.02,MASTERCARD,Failed,2022-07-01 16:16:54,2022-07-02 02:21:54
2655,2655,34956.91,6292.24,MASTERCARD,Success,2022-03-28 15:30:18,2022-03-29 13:03:18
2656,2656,24906.04,4483.09,VISA,Success,2023-07-20 16:49:42,2023-07-21 16:47:42
2657,2657,6251.1,1125.2,MASTERCARD,Failed,2022-04-14 23:56:07,2022-04-15 05:47:07
2658,2658,30681.93,5522.75,VISA,Pending,2022-07-13 16:24:46,2022-07-13 17:32:46
2659,2659,4623.99,832.32,TROY,Success,2022-12-12 17:58:53,2022-12-13 15:28:53
2660,2660,26384.95,4749.29,VISA,Failed,2023-12-16 21:42:06,2023-12-17 00:35:06
2661,2661,17574.08,3163.33,VISA,Pending,2023-09-29 02:06:19,2023-09-29 17:58:19
2662,2662,33162.85,5969.31,MASTERCARD,Success,2022-11-15 09:17:12,2022-11-15 21:32:12
2663,2663,12883.59,2319.05,VISA,Failed,2022-07-28 15:17:03,2022-07-29 12:49:03
2664,2664,7998.72,1439.77,MASTERCARD,Success,2023-03-02 17:46:43,2023-03-03 16:04:43
2665,2665,38205.21,6876.94,TROY,Pending,2023-08-18 21:05:11,2023-08-19 06:35:11
2666,2666,17013.34,3062.4,TROY,Success,2023-08-26 00:18:31,2023-08-26 01:11:31
2667,2667,46427.3,8356.91,MASTERCARD,Pending,2022-01-07 19:12:50,2022-01-08 13:59:50
2668,2668,7997.51,1439.55,TROY,Failed,2022-07-18 17:23:17,2022-07-19 14:35:17
2669,2669,6001.44,1080.26,MASTERCARD,Pending,2023-05-15 03:40:41,2023-05-15 18:41:41
2670,2670,39697.38,7145.53,TROY,Pending,2023-08-09 17:57:21,2023-08-10 08:14:21
2671,2671,1956.53,352.18,VISA,Success,2023-04-17 00:59:05,2023-04-18 00:03:05
2672,2672,15864.46,2855.6,TROY,Success,2022-08-23 00:27:39,2022-08-23 06:06:39
2673,2673,38390.3,6910.25,VISA,Success,2022-10-03 08:28:30,2022-10-04 06:06:30
2674,2674,14089.02,2536.02,VISA,Failed,2023-03-20 19:45:52,2023-03-21 02:09:52
2675,2675,12729.59,2291.33,TROY,Failed,2022-12-30 23:01:38,2022-12-31 20:56:38
2676,2676,6614.93,1190.69,TROY,Pending,2023-10-25 20:45:53,2023-10-26 04:06:53
2677,2677,20271.82,3648.93,TROY,Failed,2022-12-10 13:55:08,2022-12-10 23:27:08
2678,2678,38505.39,6930.97,VISA,Success,2023-03-01 05:41:21,2023-03-01 08:10:21
2679,2679,7544.17,1357.95,MASTERCARD,Success,2023-03-12 22:09:34,2023-03-13 16:46:34
2680,2680,44246.92,7964.45,VISA,Failed,2022-04-04 09:57:36,2022-04-04 15:58:36
2681,2681,6362.72,1145.29,MASTERCARD,Failed,2023-07-11 14:05:31,2023-07-12 04:47:31
2682,2682,42020.89,7563.76,MASTERCARD,Pending,2023-04-12 03:38:17,2023-04-12 14:28:17
2683,2683,10635.94,1914.47,TROY,Failed,2022-03-14 05:18:59,2022-03-14 05:47:59
2684,2684,37605.0,6768.9,TROY,Failed,2022-08-16 08:48:57,2022-08-17 00:10:57
2685,2685,6883.44,1239.02,VISA,Success,2022-09-29 03:56:18,2022-09-29 09:10:18
2686,2686,14992.57,2698.66,MASTERCARD,Pending,2022-03-07 15:51:13,2022-03-08 12:36:13
2687,2687,49847.74,8972.59,TROY,Success,2023-07-06 07:57:14,2023-07-06 23:05:14
2688,2688,31367.94,5646.23,MASTERCARD,Success,2023-04-01 03:06:21,2023-04-02 01:23:21
2689,2689,29276.18,5269.71,MASTERCARD,Success,2023-06-05 03:17:10,2023-06-05 23:35:10
2690,2690,44819.96,8067.59,MASTERCARD,Failed,2022-09-29 13:01:38,2022-09-30 12:14:38
2691,2691,45961.81,8273.13,MASTERCARD,Failed,2023-10-20 11:59:39,2023-10-20 17:52:39
2692,2692,37635.15,6774.33,VISA,Success,2023-01-19 11:54:35,2023-01-20 11:09:35
2693,2693,8702.7,1566.49,TROY,Success,2023-03-12 16:14:42,2023-03-13 13:09:42
2694,2694,6690.05,1204.21,VISA,Success,2023-07-27 09:43:05,2023-07-27 16:59:05
2695,2695,42597.29,7667.51,VISA,Failed,2023-10-03 23:51:16,2023-10-04 22:59:16
2696,2696,21231.34,3821.64,VISA,Failed,2022-07-03 21:37:18,2022-07-04 15:15:18
2697,2697,19760.51,3556.89,TROY,Success,2023-04-02 06:13:00,2023-04-02 08:19:00
2698,2698,12633.46,2274.02,VISA,Failed,2023-04-14 11:15:43,2023-04-15 02:01:43
2699,2699,13692.7,2464.69,TROY,Success,2022-07-13 11:56:13,2022-07-13 17:56:13
2700,2700,26257.69,4726.38,VISA,Failed,2022-12-13 10:11:00,2022-12-14 04:32:00
2701,2701,21338.2,3840.88,MASTERCARD,Pending,2023-12-09 18:13:49,2023-12-10 14:30:49
2702,2702,22043.99,3967.92,MASTERCARD,Failed,2023-01-21 17:14:10,2023-01-22 11:29:10
2703,2703,45109.01,8119.62,TROY,Pending,2022-03-10 19:43:06,2022-03-11 08:25:06
2704,2704,16550.91,2979.16,VISA,Success,2023-01-11 09:21:47,2023-01-11 18:20:47
2705,2705,19134.38,3444.19,TROY,Pending,2023-08-23 20:03:51,2023-08-24 15:58:51
2706,2706,41627.41,7492.93,TROY,Pending,2023-04-27 11:52:00,2023-04-28 02:13:00
2707,2707,11751.56,2115.28,VISA,Failed,2023-10-21 11:02:32,2023-10-21 12:58:32
2708,2708,34199.58,6155.92,MASTERCARD,Pending,2023-09-15 23:03:44,2023-09-16 03:49:44
2709,2709,42054.92,7569.89,VISA,Success,2023-10-27 00:19:54,2023-10-27 23:45:54
2710,2710,28617.33,5151.12,VISA,Pending,2023-08-15 12:51:15,2023-08-16 09:42:15
2711,2711,47405.13,8532.92,TROY,Pending,2022-02-18 17:00:51,2022-02-18 18:41:51
2712,2712,6204.69,1116.84,MASTERCARD,Pending,2023-09-09 07:01:06,2023-09-09 16:08:06
2713,2713,20077.87,3614.02,MASTERCARD,Failed,2022-06-02 21:25:31,2022-06-03 10:49:31
2714,2714,42748.98,7694.82,TROY,Pending,2022-12-25 21:35:32,2022-12-26 18:53:32
2715,2715,19722.27,3550.01,TROY,Success,2023-06-07 09:03:49,2023-06-07 09:48:49
2716,2716,16457.37,2962.33,VISA,Pending,2022-01-29 00:17:58,2022-01-29 12:44:58
2717,2717,40434.5,7278.21,VISA,Success,2023-01-14 05:43:18,2023-01-14 14:39:18
2718,2718,15705.84,2827.05,TROY,Pending,2023-05-11 20:40:22,2023-05-12 17:04:22
2719,2719,41567.18,7482.09,TROY,Failed,2022-07-02 15:46:11,2022-07-03 14:07:11
2720,2720,31871.94,5736.95,MASTERCARD,Success,2023-10-28 20:04:36,2023-10-28 21:21:36
2721,2721,9688.07,1743.85,TROY,Pending,2023-12-31 01:02:15,2023-12-31 05:42:15
2722,2722,10552.86,1899.51,MASTERCARD,Pending,2023-01-29 21:11:24,2023-01-30 12:27:24
2723,2723,15595.48,2807.19,VISA,Failed,2022-11-16 04:14:33,2022-11-16 21:13:33
2724,2724,44692.36,8044.62,TROY,Pending,2022-04-30 15:08:36,2022-05-01 14:03:36
2725,2725,15246.65,2744.4,VISA,Pending,2023-11-19 21:40:31,2023-11-20 02:04:31
2726,2726,48372.03,8706.97,VISA,Pending,2023-05-15 10:15:37,2023-05-16 04:45:37
2727,2727,18747.92,3374.63,TROY,Failed,2023-04-01 05:53:51,2023-04-01 08:01:51
2728,2728,43880.28,7898.45,VISA,Pending,2022-05-28 20:01:31,2022-05-29 19:01:31
2729,2729,47321.15,8517.81,VISA,Pending,2023-03-24 19:38:56,2023-03-24 21:09:56
2730,2730,5994.8,1079.06,MASTERCARD,Pending,2022-05-09 01:52:40,2022-05-09 21:42:40
2731,2731,35588.7,6405.97,VISA,Success,2023-04-12 23:25:20,2023-04-13 06:57:20
2732,2732,27957.15,5032.29,MASTERCARD,Success,2023-08-14 23:58:32,2023-08-15 03:15:32
2733,2733,16882.95,3038.93,TROY,Success,2023-10-14 03:50:23,2023-10-14 04:35:23
2734,2734,29860.02,5374.8,MASTERCARD,Pending,2022-03-06 14:12:57,2022-03-07 11:55:57
2735,2735,43507.84,7831.41,TROY,Pending,2022-06-29 10:53:38,2022-06-30 06:29:38
2736,2736,29530.99,5315.58,TROY,Pending,2022-09-28 06:50:23,2022-09-28 21:12:23
2737,2737,17236.15,3102.51,TROY,Pending,2022-11-07 15:20:00,2022-11-07 22:31:00
2738,2738,16548.18,2978.67,VISA,Pending,2023-04-15 21:29:54,2023-04-16 01:30:54
2739,2739,959.4,172.69,TROY,Pending,2023-01-04 08:49:48,2023-01-04 22:33:48
2740,2740,9968.08,1794.25,MASTERCARD,Pending,2022-03-07 17:52:55,2022-03-08 09:53:55
2741,2741,13147.39,2366.53,MASTERCARD,Success,2022-03-31 00:54:05,2022-03-31 15:35:05
2742,2742,25753.29,4635.59,VISA,Pending,2023-12-28 09:28:23,2023-12-29 00:56:23
2743,2743,1704.36,306.78,VISA,Failed,2023-07-02 07:07:09,2023-07-03 04:38:09
2744,2744,34179.49,6152.31,MASTERCARD,Pending,2022-02-17 01:10:28,2022-02-17 04:56:28
2745,2745,15494.78,2789.06,VISA,Pending,2022-07-14 09:50:27,2022-07-15 02:23:27
2746,2746,37101.26,6678.23,MASTERCARD,Failed,2023-07-11 18:29:03,2023-07-11 18:45:03
2747,2747,43899.38,7901.89,VISA,Success,2023-02-13 10:30:49,2023-02-13 22:48:49
2748,2748,30979.88,5576.38,TROY,Pending,2023-08-30 20:24:12,2023-08-31 18:16:12
2749,2749,13451.73,2421.31,MASTERCARD,Failed,2022-04-25 05:58:05,2022-04-25 12:59:05
2750,2750,40185.83,7233.45,TROY,Failed,2023-11-19 14:16:03,2023-11-20 04:54:03
2751,2751,41886.3,7539.53,TROY,Pending,2023-09-19 08:31:40,2023-09-20 05:12:40
2752,2752,7590.73,1366.33,MASTERCARD,Success,2023-02-16 03:25:25,2023-02-17 01:41:25
2753,2753,16701.76,3006.32,TROY,Failed,2023-06-19 23:18:43,2023-06-20 00:24:43
2754,2754,5396.49,971.37,MASTERCARD,Success,2022-06-23 07:55:27,2022-06-23 14:48:27
2755,2755,34454.81,6201.87,MASTERCARD,Failed,2023-07-24 08:27:18,2023-07-25 07:40:18
2756,2756,13300.61,2394.11,TROY,Success,2023-01-09 19:09:42,2023-01-10 00:56:42
2757,2757,29414.38,5294.59,VISA,Success,2023-12-17 18:26:37,2023-12-18 01:07:37
2758,2758,18606.86,3349.23,MASTERCARD,Failed,2022-11-23 17:46:36,2022-11-24 13:26:36
2759,2759,26742.37,4813.63,VISA,Success,2022-12-11 03:31:26,2022-12-11 23:02:26
2760,2760,6683.6,1203.05,VISA,Pending,2023-06-29 06:53:28,2023-06-29 18:21:28
2761,2761,2065.53,371.8,TROY,Failed,2022-12-02 00:03:16,2022-12-02 23:26:16
2762,2762,32997.41,5939.53,VISA,Pending,2022-03-28 12:49:32,2022-03-28 19:48:32
2763,2763,29253.02,5265.54,VISA,Success,2022-06-03 12:25:02,2022-06-03 16:39:02
2764,2764,3277.19,589.89,MASTERCARD,Failed,2022-04-09 00:14:10,2022-04-09 09:06:10
2765,2765,22149.58,3986.92,MASTERCARD,Failed,2022-01-25 02:37:23,2022-01-25 11:04:23
2766,2766,1126.86,202.83,VISA,Failed,2023-12-30 09:03:49,2023-12-31 02:52:49
2767,2767,30866.12,5555.9,VISA,Success,2023-12-18 14:26:23,2023-12-18 21:13:23
2768,2768,30410.7,5473.93,TROY,Success,2023-11-15 18:26:47,2023-11-15 18:52:47
2769,2769,32404.34,5832.78,TROY,Failed,2022-12-04 11:34:44,2022-12-05 09:27:44
2770,2770,12905.58,2323.0,TROY,Pending,2022-05-23 14:30:07,2022-05-24 13:51:07
2771,2771,25826.56,4648.78,TROY,Success,2023-03-23 08:03:39,2023-03-24 01:20:39
2772,2772,43109.34,7759.68,TROY,Pending,2022-01-12 11:09:49,2022-01-13 09:03:49
2773,2773,11207.2,2017.3,TROY,Success,2022-05-05 14:08:14,2022-05-06 13:15:14
2774,2774,11103.66,1998.66,MASTERCARD,Failed,2022-11-24 17:55:05,2022-11-25 16:45:05
2775,2775,43413.74,7814.47,TROY,Failed,2023-10-14 01:25:06,2023-10-14 09:03:06
2776,2776,38021.33,6843.84,VISA,Failed,2022-05-06 11:33:49,2022-05-06 16:20:49
2777,2777,21171.09,3810.8,MASTERCARD,Failed,2022-03-05 05:29:07,2022-03-06 01:38:07
2778,2778,35415.19,6374.73,MASTERCARD,Failed,2022-03-02 15:36:16,2022-03-03 02:48:16
2779,2779,7697.92,1385.63,MASTERCARD,Failed,2022-05-27 05:59:59,2022-05-27 19:52:59
2780,2780,7846.59,1412.39,TROY,Pending,2023-05-25 14:35:22,2023-05-26 11:09:22
2781,2781,29819.87,5367.58,VISA,Pending,2023-12-05 22:02:43,2023-12-06 02:08:43
2782,2782,27440.69,4939.32,MASTERCARD,Success,2022-01-01 06:23:57,2022-01-01 22:24:57
2783,2783,29250.9,5265.16,VISA,Failed,2022-05-05 08:41:13,2022-05-05 10:35:13
2784,2784,10688.99,1924.02,TROY,Success,2022-06-20 15:31:34,2022-06-21 10:32:34
2785,2785,20585.68,3705.42,MASTERCARD,Failed,2022-10-02 07:21:58,2022-10-02 19:51:58
2786,2786,379.47,68.3,TROY,Failed,2023-10-18 17:31:44,2023-10-18 19:20:44
2787,2787,6790.03,1222.21,TROY,Pending,2023-04-18 14:17:03,2023-04-18 17:06:03
2788,2788,7486.83,1347.63,TROY,Failed,2022-12-02 15:19:34,2022-12-03 07:35:34
2789,2789,28283.0,5090.94,TROY,Failed,2022-11-21 07:08:17,2022-11-21 19:59:17
2790,2790,43964.28,7913.57,MASTERCARD,Pending,2023-07-17 03:27:17,2023-07-17 21:17:17
2791,2791,29703.46,5346.62,MASTERCARD,Success,2023-05-27 21:27:43,2023-05-28 20:27:43
2792,2792,6109.09,1099.64,MASTERCARD,Success,2023-01-03 13:01:55,2023-01-04 04:52:55
2793,2793,21488.97,3868.01,VISA,Success,2022-07-19 04:02:15,2022-07-19 11:03:15
2794,2794,36051.43,6489.26,VISA,Success,2022-02-25 07:31:35,2022-02-25 08:34:35
2795,2795,35200.91,6336.16,VISA,Pending,2023-06-28 18:18:51,2023-06-29 15:16:51
2796,2796,43169.86,7770.57,VISA,Success,2023-11-04 18:59:50,2023-11-04 23:55:50
2797,2797,23044.05,4147.93,TROY,Failed,2022-12-25 12:39:11,2022-12-25 22:02:11
2798,2798,26103.68,4698.66,MASTERCARD,Failed,2023-03-07 14:42:56,2023-03-08 06:20:56
2799,2799,22626.63,4072.79,VISA,Success,2022-07-31 21:33:12,2022-08-01 01:08:12
2800,2800,47013.36,8462.4,TROY,Success,2023-01-27 15:05:58,2023-01-27 21:50:58
2801,2801,43805.41,7884.97,TROY,Failed,2023-03-31 16:00:11,2023-04-01 09:48:11
2802,2802,41479.46,7466.3,TROY,Pending,2022-01-17 05:03:31,2022-01-17 13:12:31
2803,2803,44012.07,7922.17,TROY,Pending,2022-09-13 14:57:40,2022-09-14 06:28:40
2804,2804,508.38,91.51,VISA,Failed,2022-11-22 10:37:03,2022-11-23 05:19:03
2805,2805,19279.88,3470.38,VISA,Pending,2023-10-31 20:39:31,2023-11-01 10:22:31
2806,2806,17350.57,3123.1,TROY,Success,2023-09-23 23:30:09,2023-09-24 13:39:09
2807,2807,43099.21,7757.86,MASTERCARD,Failed,2023-07-13 16:44:20,2023-07-14 03:52:20
2808,2808,36185.4,6513.37,TROY,Success,2022-04-08 00:54:04,2022-04-08 15:47:04
2809,2809,33864.76,6095.66,VISA,Success,2022-03-28 05:45:13,2022-03-28 09:17:13
2810,2810,40365.7,7265.83,TROY,Pending,2022-10-09 11:55:58,2022-10-10 11:00:58
2811,2811,22235.72,4002.43,VISA,Failed,2023-04-03 19:51:51,2023-04-04 05:15:51
2812,2812,8779.45,1580.3,TROY,Pending,2022-03-14 14:25:23,2022-03-15 05:36:23
2813,2813,18869.62,3396.53,VISA,Pending,2022-03-25 05:07:10,2022-03-25 06:56:10
2814,2814,2966.18,533.91,MASTERCARD,Success,2023-08-26 13:09:04,2023-08-27 08:48:04
2815,2815,46411.16,8354.01,MASTERCARD,Success,2022-06-02 16:20:50,2022-06-03 16:07:50
2816,2816,15375.32,2767.56,VISA,Success,2023-03-28 08:13:31,2023-03-28 12:37:31
2817,2817,40594.13,7306.94,TROY,Failed,2022-03-27 13:09:26,2022-03-27 13:28:26
2818,2818,33345.65,6002.22,TROY,Pending,2022-06-01 23:13:20,2022-06-02 13:35:20
2819,2819,21209.37,3817.69,TROY,Success,2023-07-29 20:39:55,2023-07-30 11:37:55
2820,2820,21895.44,3941.18,VISA,Pending,2023-03-04 09:00:02,2023-03-04 12:02:02
2821,2821,3542.37,637.63,VISA,Success,2023-06-13 07:34:03,2023-06-13 13:56:03
2822,2822,33093.46,5956.82,VISA,Success,2023-04-01 07:29:56,2023-04-02 00:34:56
2823,2823,3363.27,605.39,TROY,Success,2022-06-07 03:09:22,2022-06-07 08:39:22
2824,2824,10799.36,1943.88,VISA,Success,2023-12-06 04:56:34,2023-12-06 14:57:34
2825,2825,25449.65,4580.94,TROY,Failed,2023-07-04 18:44:00,2023-07-05 17:42:00
2826,2826,32805.19,5904.93,VISA,Pending,2023-01-16 02:58:29,2023-01-16 22:00:29
2827,2827,6465.01,1163.7,VISA,Failed,2022-02-12 06:39:04,2022-02-13 04:06:04
2828,2828,44543.97,8017.91,TROY,Pending,2022-11-16 17:10:44,2022-11-17 16:42:44
2829,2829,42784.1,7701.14,VISA,Failed,2022-10-28 21:41:47,2022-10-29 13:40:47
2830,2830,33556.57,6040.18,VISA,Pending,2023-05-15 22:16:59,2023-05-16 07:28:59
2831,2831,31231.89,5621.74,MASTERCARD,Success,2022-04-03 22:57:53,2022-04-04 20:26:53
2832,2832,8793.05,1582.75,VISA,Pending,2023-08-15 23:57:28,2023-08-16 14:20:28
2833,2833,42025.9,7564.66,VISA,Pending,2022-01-09 13:38:00,2022-01-09 18:58:00
2834,2834,36681.55,6602.68,VISA,Success,2023-08-10 01:15:05,2023-08-10 12:23:05
2835,2835,42095.35,7577.16,TROY,Pending,2023-07-04 19:08:17,2023-07-04 21:50:17
2836,2836,14743.65,2653.86,VISA,Success,2022-06-27 11:08:20,2022-06-28 08:00:20
2837,2837,40005.8,7201.04,VISA,Success,2023-11-28 14:46:15,2023-11-28 22:59:15
2838,2838,6600.37,1188.07,MASTERCARD,Failed,2023-06-26 20:50:41,2023-06-27 10:44:41
2839,2839,43855.67,7894.02,VISA,Failed,2023-10-25 20:44:54,2023-10-26 01:32:54
2840,2840,21839.87,3931.18,TROY,Pending,2022-02-22 23:28:46,2022-02-23 16:05:46
2841,2841,9600.5,1728.09,VISA,Failed,2023-08-04 02:58:49,2023-08-04 09:16:49
2842,2842,32138.17,5784.87,MASTERCARD,Failed,2022-12-14 00:44:16,2022-12-14 20:27:16
2843,2843,8959.49,1612.71,MASTERCARD,Failed,2022-11-25 22:21:42,2022-11-26 18:55:42
2844,2844,48382.39,8708.83,MASTERCARD,Failed,2023-08-14 20:03:46,2023-08-14 22:39:46
2845,2845,44132.04,7943.77,VISA,Pending,2023-02-17 23:35:29,2023-02-18 05:41:29
2846,2846,38064.45,6851.6,VISA,Success,2022-05-21 17:05:27,2022-05-21 21:48:27
2847,2847,1139.58,205.12,TROY,Failed,2022-09-15 04:58:41,2022-09-16 02:50:41
2848,2848,30199.65,5435.94,TROY,Pending,2022-05-17 22:04:28,2022-05-18 08:52:28
2849,2849,34631.49,6233.67,MASTERCARD,Success,2023-01-17 14:40:33,2023-01-18 00:26:33
2850,2850,49197.15,8855.49,TROY,Success,2022-06-08 01:04:18,2022-06-08 12:28:18
2851,2851,49609.15,8929.65,VISA,Success,2023-03-08 18:16:28,2023-03-09 05:38:28
2852,2852,3881.73,698.71,MASTERCARD,Success,2022-04-01 22:41:38,2022-04-02 21:34:38
2853,2853,23971.38,4314.85,MASTERCARD,Pending,2023-07-13 04:54:55,2023-07-13 16:26:55
2854,2854,34838.43,6270.92,VISA,Failed,2023-03-12 10:07:46,2023-03-13 09:03:46
2855,2855,31580.11,5684.42,TROY,Failed,2022-08-24 04:14:21,2022-08-25 02:45:21
2856,2856,35890.77,6460.34,MASTERCARD,Pending,2023-11-08 23:55:06,2023-11-09 15:59:06
2857,2857,5504.93,990.89,VISA,Success,2022-06-05 22:06:57,2022-06-06 16:32:57
2858,2858,47394.35,8530.98,VISA,Success,2023-06-17 15:49:46,2023-06-17 16:18:46
2859,2859,12807.89,2305.42,VISA,Failed,2022-02-25 08:46:52,2022-02-26 00:18:52
2860,2860,13433.56,2418.04,VISA,Pending,2023-01-17 16:44:29,2023-01-18 00:11:29
2861,2861,20879.64,3758.34,TROY,Failed,2022-03-04 00:13:57,2022-03-04 11:38:57
2862,2862,20332.13,3659.78,MASTERCARD,Failed,2022-08-15 09:58:53,2022-08-15 16:35:53
2863,2863,38770.35,6978.66,MASTERCARD,Pending,2023-06-28 22:51:04,2023-06-29 19:48:04
2864,2864,43059.19,7750.65,VISA,Failed,2022-07-29 22:43:42,2022-07-30 11:43:42
2865,2865,1930.67,347.52,VISA,Pending,2023-01-31 07:52:42,2023-01-31 09:47:42
2866,2866,7219.82,1299.57,TROY,Pending,2022-06-05 06:24:02,2022-06-05 18:23:02
2867,2867,38070.31,6852.66,VISA,Success,2022-03-05 14:39:11,2022-03-06 04:02:11
2868,2868,39247.24,7064.5,TROY,Failed,2023-03-04 16:19:29,2023-03-05 02:39:29
2869,2869,21550.4,3879.07,VISA,Failed,2023-05-14 02:58:24,2023-05-14 05:39:24
2870,2870,13545.43,2438.18,VISA,Failed,2022-06-02 20:43:45,2022-06-03 08:17:45
2871,2871,15760.2,2836.84,TROY,Failed,2023-03-16 11:33:29,2023-03-16 19:52:29
2872,2872,7319.94,1317.59,VISA,Pending,2022-07-07 07:20:31,2022-07-07 16:03:31
2873,2873,27920.67,5025.72,VISA,Success,2022-04-16 23:19:25,2022-04-17 00:58:25
2874,2874,18353.05,3303.55,VISA,Pending,2022-03-29 15:55:06,2022-03-29 18:59:06
2875,2875,20273.02,3649.14,VISA,Failed,2022-08-02 16:19:35,2022-08-03 05:33:35
2876,2876,37791.26,6802.43,VISA,Success,2022-10-13 01:20:17,2022-10-13 16:09:17
